AccountNumber,Balance
ACC107474,135409.44
ACC107475,779225.82
ACC107476,521340.31
ACC107477,783390.47
ACC107478,979322.03
ACC107479,498733.25
ACC107480,458786.24
ACC107481,868231.64
ACC107482,591707.83
ACC107483,222832.75
ACC107484,681838.77
ACC107485,305613.71
ACC107486,748174.07
ACC107487,846581.58
ACC107488,698505.58
ACC107489,179725.25
ACC107490,94559.63
ACC107491,403899.50
ACC107492,365123.80
ACC107493,52064.89
ACC107494,928087.82
ACC107495,10215.25
ACC107496,194766.68
ACC107497,825603.09
ACC107498,564016.40
ACC107499,305450.95
ACC107500,356245.52
ACC107501,865755.65
ACC107502,405683.79
ACC107503,977818.89
ACC107504,958378.42
ACC107505,867251.93
ACC107506,404004.64
ACC107507,860106.70
ACC107508,445320.25
ACC107509,928900.70
ACC107510,734059.72
ACC107511,832264.90
ACC107512,268308.43
ACC107513,207113.89
ACC107514,311454.22
ACC107515,697187.78
ACC107516,967178.06
ACC107517,323843.41
ACC107518,829585.92
ACC107519,850591.66
ACC107520,551434.24
ACC107521,85318.71
ACC107522,280868.00
ACC107523,640845.85
ACC107524,425543.64
ACC107525,524642.57
ACC107526,330294.19
ACC107527,80500.53
ACC107528,916417.30
ACC107529,973910.31
ACC107530,28512.41
ACC107531,628081.84
ACC107532,992804.61
ACC107533,370062.00
ACC107534,203790.07
ACC107535,736487.96
ACC107536,76504.57
ACC107537,543160.34
ACC107538,457908.84
ACC107539,683021.37
ACC107540,263922.54
ACC107541,216206.01
ACC107542,330118.02
ACC107543,545730.93
ACC107544,53562.44
ACC107545,551960.74
ACC107546,75805.18
ACC107547,11314.00
ACC107548,360541.01
ACC107549,474542.05
ACC107550,962509.47
ACC107551,881341.94
ACC107552,303147.68
ACC107553,81787.28
ACC107554,315307.50
ACC107555,406023.69
ACC107556,388845.51
ACC107557,788553.30
ACC107558,366443.03
ACC107559,368111.48
ACC107560,857919.96
ACC107561,301226.66
ACC107562,310351.52
ACC107563,603877.35
ACC107564,872229.87
ACC107565,409763.20
ACC107566,984946.99
ACC107567,323354.76
ACC107568,664200.81
ACC107569,655558.99
ACC107570,523193.30
ACC107571,158239.01
ACC107572,517323.89
ACC107573,581374.05
ACC107574,95573.32
ACC107575,132980.01
ACC107576,303983.65
ACC107577,283388.09
ACC107578,224099.17
ACC107579,952676.62
ACC107580,569436.87
ACC107581,85262.01
ACC107582,571973.32
ACC107583,510395.50
ACC107584,722199.48
ACC107585,889811.72
ACC107586,799914.45
ACC107587,666488.60
ACC107588,580971.76
ACC107589,105570.53
ACC107590,390504.33
ACC107591,163372.46
ACC107592,716543.03
ACC107593,623123.81
ACC107594,385690.54
ACC107595,471057.56
ACC107596,353864.39
ACC107597,159644.55
ACC107598,949797.25
ACC107599,351481.32
ACC107600,154664.08
ACC107601,429541.10
ACC107602,211050.27
ACC107603,973397.98
ACC107604,294602.98
ACC107605,754547.60
ACC107606,268714.49
ACC107607,384218.01
ACC107608,291028.44
ACC107609,57946.22
ACC107610,730471.00
ACC107611,270765.73
ACC107612,587882.04
ACC107613,954903.82
ACC107614,735628.28
ACC107615,27437.83
ACC107616,723253.59
ACC107617,734139.38
ACC107618,504165.43
ACC107619,307695.64
ACC107620,832445.58
ACC107621,85307.45
ACC107622,939448.66
ACC107623,283214.11
ACC107624,695223.38
ACC107625,91591.01
ACC107626,153739.38
ACC107627,254335.26
ACC107628,50174.64
ACC107629,168041.62
ACC107630,760331.28
ACC107631,195738.61
ACC107632,821786.58
ACC107633,833187.35
ACC107634,104306.63
ACC107635,422441.43
ACC107636,196973.12
ACC107637,994348.85
ACC107638,635494.11
ACC107639,453381.06
ACC107640,567344.08
ACC107641,395961.36
ACC107642,872240.41
ACC107643,882907.00
ACC107644,711507.31
ACC107645,764995.34
ACC107646,913073.47
ACC107647,54524.87
ACC107648,918129.25
ACC107649,418300.96
ACC107650,55241.05
ACC107651,976184.84
ACC107652,595353.42
ACC107653,633371.29
ACC107654,524448.40
ACC107655,272296.36
ACC107656,155486.21
ACC107657,806626.96
ACC107658,228899.69
ACC107659,214476.57
ACC107660,15607.71
ACC107661,841869.39
ACC107662,392963.47
ACC107663,700804.51
ACC107664,584950.77
ACC107665,866032.67
ACC107666,621437.55
ACC107667,332052.73
ACC107668,598514.43
ACC107669,149783.69
ACC107670,414479.64
ACC107671,133008.63
ACC107672,763438.71
ACC107673,506877.63
ACC107674,135800.64
ACC107675,567572.09
ACC107676,860165.49
ACC107677,598471.14
ACC107678,872682.61
ACC107679,417830.99
ACC107680,484345.84
ACC107681,726827.37
ACC107682,925789.50
ACC107683,289766.87
ACC107684,297827.29
ACC107685,107017.72
ACC107686,589578.85
ACC107687,801631.46
ACC107688,487865.00
ACC107689,835331.66
ACC107690,990403.58
ACC107691,555361.41
ACC107692,172948.91
ACC107693,189151.76
ACC107694,199108.38
ACC107695,206661.88
ACC107696,891324.25
ACC107697,35033.12
ACC107698,138080.19
ACC107699,395591.15
ACC107700,154406.49
ACC107701,889646.06
ACC107702,369304.52
ACC107703,396616.61
ACC107704,601851.17
ACC107705,332098.81
ACC107706,360007.28
ACC107707,705189.29
ACC107708,138038.66
ACC107709,825951.68
ACC107710,885930.07
ACC107711,256897.07
ACC107712,221167.90
ACC107713,74966.48
ACC107714,709190.30
ACC107715,145208.44
ACC107716,966027.36
ACC107717,668305.04
ACC107718,818019.44
ACC107719,374707.13
ACC107720,309821.50
ACC107721,338498.09
ACC107722,889452.31
ACC107723,388544.04
ACC107724,987178.99
ACC107725,719050.70
ACC107726,233256.75
ACC107727,721596.64
ACC107728,985654.70
ACC107729,88032.59
ACC107730,286047.41
ACC107731,664527.27
ACC107732,496660.62
ACC107733,329422.20
ACC107734,218619.46
ACC107735,228570.21
ACC107736,168821.05
ACC107737,855330.11
ACC107738,207066.90
ACC107739,416454.03
ACC107740,601245.72
ACC107741,209522.80
ACC107742,189217.11
ACC107743,361378.56
ACC107744,903149.95
ACC107745,325899.93
ACC107746,522317.99
ACC107747,423417.94
ACC107748,133624.23
ACC107749,24748.49
ACC107750,625754.88
ACC107751,201109.47
ACC107752,811165.56
ACC107753,24704.16
ACC107754,943854.82
ACC107755,905313.69
ACC107756,426831.77
ACC107757,749395.63
ACC107758,818551.86
ACC107759,482695.79
ACC107760,347564.73
ACC107761,64729.67
ACC107762,609841.33
ACC107763,327378.64
ACC107764,287352.32
ACC107765,705694.99
ACC107766,253543.51
ACC107767,631457.19
ACC107768,433458.45
ACC107769,700420.00
ACC107770,770925.59
ACC107771,848139.41
ACC107772,382949.67
ACC107773,204014.78
ACC107774,643198.01
ACC107775,805293.47
ACC107776,891181.52
ACC107777,975459.90
ACC107778,775805.75
ACC107779,862130.98
ACC107780,868781.44
ACC107781,247474.59
ACC107782,902776.37
ACC107783,407646.08
ACC107784,456975.07
ACC107785,841904.33
ACC107786,570166.61
ACC107787,876255.01
ACC107788,82851.37
ACC107789,811712.61
ACC107790,389865.58
ACC107791,623845.41
ACC107792,386346.96
ACC107793,505144.37
ACC107794,400667.06
ACC107795,696145.30
ACC107796,409353.78
ACC107797,498048.16
ACC107798,232615.25
ACC107799,960960.77
ACC107800,54414.07
ACC107801,896701.97
ACC107802,543157.80
ACC107803,796406.82
ACC107804,925965.18
ACC107805,595781.84
ACC107806,739606.32
ACC107807,808770.50
ACC107808,921031.95
ACC107809,514345.98
ACC107810,161809.08
ACC107811,206095.87
ACC107812,258637.86
ACC107813,996875.44
ACC107814,61782.69
ACC107815,456969.08
ACC107816,828015.96
ACC107817,946521.56
ACC107818,593328.20
ACC107819,318308.67
ACC107820,644949.84
ACC107821,403753.78
ACC107822,514374.64
ACC107823,211228.78
ACC107824,443258.78
ACC107825,975584.99
ACC107826,777946.43
ACC107827,520245.31
ACC107828,494566.15
ACC107829,648470.69
ACC107830,504244.01
ACC107831,458232.77
ACC107832,354049.00
ACC107833,981836.31
ACC107834,526354.91
ACC107835,497616.35
ACC107836,602865.93
ACC107837,338981.32
ACC107838,745580.90
ACC107839,827297.07
ACC107840,229395.46
ACC107841,17841.88
ACC107842,829269.50
ACC107843,554759.26
ACC107844,911290.09
ACC107845,915762.96
ACC107846,234381.50
ACC107847,803698.23
ACC107848,828662.02
ACC107849,840039.01
ACC107850,563804.03
ACC107851,449331.90
ACC107852,595464.36
ACC107853,929526.55
ACC107854,269636.65
ACC107855,436324.41
ACC107856,971317.38
ACC107857,812114.88
ACC107858,88331.59
ACC107859,457950.25
ACC107860,649652.13
ACC107861,138261.05
ACC107862,406660.98
ACC107863,29766.58
ACC107864,640104.71
ACC107865,302152.02
ACC107866,685013.95
ACC107867,716637.49
ACC107868,463592.05
ACC107869,619353.01
ACC107870,175492.24
ACC107871,928467.24
ACC107872,847435.92
ACC107873,53032.29
ACC107874,936678.20
ACC107875,77451.63
ACC107876,925274.98
ACC107877,260023.22
ACC107878,844790.37
ACC107879,838043.84
ACC107880,52314.85
ACC107881,833091.87
ACC107882,282220.86
ACC107883,920159.05
ACC107884,100714.83
ACC107885,966822.88
ACC107886,769166.43
ACC107887,146404.08
ACC107888,32594.56
ACC107889,111519.29
ACC107890,442218.67
ACC107891,865320.88
ACC107892,459268.20
ACC107893,722431.50
ACC107894,875370.48
ACC107895,314770.28
ACC107896,704872.95
ACC107897,550488.50
ACC107898,603926.22
ACC107899,102659.57
ACC107900,330557.51
ACC107901,245498.47
ACC107902,460268.51
ACC107903,406230.01
ACC107904,261831.85
ACC107905,803519.63
ACC107906,322339.73
ACC107907,826072.84
ACC107908,936551.87
ACC107909,806770.76
ACC107910,351038.06
ACC107911,46929.98
ACC107912,414323.85
ACC107913,737059.20
ACC107914,581506.70
ACC107915,264162.09
ACC107916,199861.18
ACC107917,692248.73
ACC107918,35512.13
ACC107919,532530.86
ACC107920,933011.81
ACC107921,969772.01
ACC107922,637761.52
ACC107923,822642.55
ACC107924,216797.30
ACC107925,31612.41
ACC107926,368101.01
ACC107927,990039.62
ACC107928,601865.69
ACC107929,631537.34
ACC107930,394066.06
ACC107931,712502.37
ACC107932,91257.61
ACC107933,197660.27
ACC107934,934221.83
ACC107935,612637.07
ACC107936,163321.35
ACC107937,461640.93
ACC107938,482135.61
ACC107939,955277.72
ACC107940,522985.22
ACC107941,70002.83
ACC107942,213665.65
ACC107943,412617.37
ACC107944,112406.02
ACC107945,793155.63
ACC107946,396529.35
ACC107947,554311.23
ACC107948,261260.90
ACC107949,613753.17
ACC107950,990831.33
ACC107951,165057.19
ACC107952,304635.09
ACC107953,58002.42
ACC107954,222385.32
ACC107955,378360.92
ACC107956,422580.98
ACC107957,761456.52
ACC107958,937256.45
ACC107959,322331.11
ACC107960,669985.02
ACC107961,684684.19
ACC107962,855979.37
ACC107963,911426.62
ACC107964,248376.33
ACC107965,504001.36
ACC107966,19374.36
ACC107967,117091.08
ACC107968,592747.02
ACC107969,798184.47
ACC107970,834788.12
ACC107971,60161.53
ACC107972,796326.90
ACC107973,613753.79
ACC107974,201927.67
ACC107975,148826.56
ACC107976,704566.00
ACC107977,869023.23
ACC107978,21235.08
ACC107979,427735.38
ACC107980,636326.38
ACC107981,550657.81
ACC107982,884967.34
ACC107983,176622.89
ACC107984,195469.79
ACC107985,255962.03
ACC107986,831800.29
ACC107987,70517.30
ACC107988,539651.98
ACC107989,309543.30
ACC107990,689867.34
ACC107991,908235.04
ACC107992,815193.09
ACC107993,414350.53
ACC107994,920672.45
ACC107995,401444.61
ACC107996,737393.83
ACC107997,334384.31
ACC107998,617284.53
ACC107999,13093.62
ACC108000,274600.84
ACC108001,109606.77
ACC108002,184623.83
ACC108003,801445.59
ACC108004,311698.63
ACC108005,802749.25
ACC108006,877493.38
ACC108007,554360.87
ACC108008,574515.96
ACC108009,892823.34
ACC108010,653287.32
ACC108011,237782.79
ACC108012,610882.32
ACC108013,841186.00
ACC108014,771025.23
ACC108015,782653.33
ACC108016,606755.76
ACC108017,752991.47
ACC108018,846515.36
ACC108019,695684.36
ACC108020,966966.63
ACC108021,459783.17
ACC108022,355041.91
ACC108023,811548.53
ACC108024,39682.00
ACC108025,637835.40
ACC108026,288000.55
ACC108027,547130.61
ACC108028,981693.78
ACC108029,321650.59
ACC108030,898373.17
ACC108031,562493.21
ACC108032,168069.09
ACC108033,272749.22
ACC108034,411837.40
ACC108035,878162.79
ACC108036,134574.41
ACC108037,650560.50
ACC108038,385647.81
ACC108039,244229.51
ACC108040,524595.42
ACC108041,544828.22
ACC108042,226205.30
ACC108043,523581.48
ACC108044,564023.24
ACC108045,827492.20
ACC108046,378448.13
ACC108047,29357.24
ACC108048,197762.03
ACC108049,266487.17
ACC108050,195851.81
ACC108051,355401.63
ACC108052,310137.25
ACC108053,484321.83
ACC108054,198917.34
ACC108055,788148.66
ACC108056,178543.76
ACC108057,130657.34
ACC108058,332556.58
ACC108059,988931.59
ACC108060,195170.84
ACC108061,180399.97
ACC108062,188749.72
ACC108063,67233.45
ACC108064,335577.38
ACC108065,187055.00
ACC108066,510255.21
ACC108067,97843.17
ACC108068,245262.99
ACC108069,985258.77
ACC108070,403993.08
ACC108071,518270.60
ACC108072,706191.34
ACC108073,186513.03
ACC108074,379002.82
ACC108075,727099.92
ACC108076,414470.85
ACC108077,558191.26
ACC108078,163593.34
ACC108079,709225.01
ACC108080,208081.89
ACC108081,507868.18
ACC108082,459456.95
ACC108083,660111.00
ACC108084,819664.58
ACC108085,392944.58
ACC108086,157110.90
ACC108087,868365.37
ACC108088,973940.21
ACC108089,639395.99
ACC108090,307059.80
ACC108091,463977.65
ACC108092,902338.07
ACC108093,533269.69
ACC108094,154538.37
ACC108095,918600.95
ACC108096,28835.43
ACC108097,354285.78
ACC108098,772598.95
ACC108099,764199.40
ACC108100,150890.20
ACC108101,882569.47
ACC108102,458649.39
ACC108103,87274.19
ACC108104,767657.93
ACC108105,57147.48
ACC108106,803326.74
ACC108107,137707.47
ACC108108,294431.41
ACC108109,758387.67
ACC108110,637808.48
ACC108111,694026.56
ACC108112,707427.75
ACC108113,986043.04
ACC108114,266317.84
ACC108115,310592.35
ACC108116,216670.21
ACC108117,469980.59
ACC108118,214671.12
ACC108119,156854.59
ACC108120,346772.88
ACC108121,262034.14
ACC108122,723244.47
ACC108123,844392.56
ACC108124,825934.41
ACC108125,34713.85
ACC108126,293704.23
ACC108127,53973.47
ACC108128,992382.07
ACC108129,775738.60
ACC108130,293249.38
ACC108131,392312.38
ACC108132,734881.50
ACC108133,296526.61
ACC108134,407956.39
ACC108135,936605.39
ACC108136,249736.57
ACC108137,707887.71
ACC108138,768095.89
ACC108139,74235.02
ACC108140,480953.27
ACC108141,77204.97
ACC108142,953007.72
ACC108143,345309.49
ACC108144,62926.10
ACC108145,988376.47
ACC108146,841274.90
ACC108147,806898.98
ACC108148,596128.97
ACC108149,68707.21
ACC108150,43528.97
ACC108151,839971.30
ACC108152,855853.07
ACC108153,935799.24
ACC108154,50248.54
ACC108155,533104.40
ACC108156,862031.92
ACC108157,662282.69
ACC108158,605379.55
ACC108159,451067.98
ACC108160,124630.14
ACC108161,86962.61
ACC108162,658510.04
ACC108163,511316.79
ACC108164,413944.24
ACC108165,957626.96
ACC108166,203674.19
ACC108167,577327.28
ACC108168,218475.80
ACC108169,713368.05
ACC108170,891639.52
ACC108171,374535.44
ACC108172,584784.24
ACC108173,502814.90
ACC108174,704747.92
ACC108175,272397.08
ACC108176,593912.40
ACC108177,819156.26
ACC108178,909035.62
ACC108179,524793.34
ACC108180,747601.42
ACC108181,613254.24
ACC108182,867449.04
ACC108183,560642.56
ACC108184,564571.51
ACC108185,332505.43
ACC108186,570502.32
ACC108187,977156.00
ACC108188,432643.47
ACC108189,385401.81
ACC108190,546689.85
ACC108191,99688.57
ACC108192,206411.44
ACC108193,879975.88
ACC108194,974370.80
ACC108195,864586.63
ACC108196,452550.22
ACC108197,588484.44
ACC108198,889684.63
ACC108199,384824.15
ACC108200,195651.21
ACC108201,570792.87
ACC108202,211336.12
ACC108203,92544.19
ACC108204,966728.97
ACC108205,154966.75
ACC108206,992804.78
ACC108207,327886.33
ACC108208,614225.97
ACC108209,315559.96
ACC108210,755688.23
ACC108211,919682.33
ACC108212,603466.16
ACC108213,928008.25
ACC108214,644480.70
ACC108215,880740.51
ACC108216,985068.54
ACC108217,831395.21
ACC108218,623117.10
ACC108219,558515.56
ACC108220,15829.91
ACC108221,931651.57
ACC108222,217080.09
ACC108223,30974.63
ACC108224,87021.61
ACC108225,422982.22
ACC108226,71771.61
ACC108227,787420.69
ACC108228,624918.03
ACC108229,236984.35
ACC108230,898192.39
ACC108231,324924.32
ACC108232,286685.30
ACC108233,906528.28
ACC108234,430752.00
ACC108235,422839.83
ACC108236,441506.41
ACC108237,185016.77
ACC108238,779249.05
ACC108239,830646.02
ACC108240,582005.00
ACC108241,581121.81
ACC108242,597715.32
ACC108243,108053.07
ACC108244,984652.41
ACC108245,734516.91
ACC108246,386909.24
ACC108247,150955.49
ACC108248,419903.92
ACC108249,919481.31
ACC108250,954773.88
ACC108251,612387.22
ACC108252,953307.66
ACC108253,950546.35
ACC108254,800140.84
ACC108255,714148.90
ACC108256,957765.06
ACC108257,437587.95
ACC108258,939366.18
ACC108259,832228.25
ACC108260,74495.53
ACC108261,966937.77
ACC108262,513426.23
ACC108263,857523.37
ACC108264,586067.50
ACC108265,930194.02
ACC108266,514280.02
ACC108267,942704.62
ACC108268,169107.28
ACC108269,43457.29
ACC108270,424022.71
ACC108271,76314.78
ACC108272,586981.40
ACC108273,26699.43
ACC108274,188507.59
ACC108275,556408.36
ACC108276,623872.23
ACC108277,435893.24
ACC108278,828707.14
ACC108279,488169.07
ACC108280,421226.69
ACC108281,699388.40
ACC108282,428112.07
ACC108283,803021.45
ACC108284,555556.02
ACC108285,314813.79
ACC108286,302934.49
ACC108287,680765.37
ACC108288,992999.94
ACC108289,293518.70
ACC108290,553785.62
ACC108291,681214.50
ACC108292,400942.18
ACC108293,796235.71
ACC108294,642840.08
ACC108295,137707.13
ACC108296,830274.03
ACC108297,106255.20
ACC108298,439278.27
ACC108299,61685.01
ACC108300,863651.39
ACC108301,914946.12
ACC108302,518015.09
ACC108303,15299.10
ACC108304,65275.74
ACC108305,558940.65
ACC108306,652377.47
ACC108307,187702.16
ACC108308,366353.16
ACC108309,158719.86
ACC108310,330485.13
ACC108311,150327.08
ACC108312,617445.24
ACC108313,714695.01
ACC108314,887618.06
ACC108315,687025.78
ACC108316,324424.70
ACC108317,709174.20
ACC108318,432821.38
ACC108319,346457.54
ACC108320,138682.98
ACC108321,350836.21
ACC108322,747402.09
ACC108323,276566.14
ACC108324,84611.61
ACC108325,792503.55
ACC108326,845814.27
ACC108327,374374.63
ACC108328,298187.89
ACC108329,73114.14
ACC108330,245708.66
ACC108331,668652.22
ACC108332,249745.13
ACC108333,490835.85
ACC108334,963639.09
ACC108335,298271.40
ACC108336,731692.18
ACC108337,156250.35
ACC108338,626072.84
ACC108339,565275.28
ACC108340,688070.46
ACC108341,32453.41
ACC108342,951943.43
ACC108343,18812.60
ACC108344,717397.12
ACC108345,32775.19
ACC108346,393013.97
ACC108347,534175.27
ACC108348,563241.14
ACC108349,526619.75
ACC108350,851786.02
ACC108351,140186.28
ACC108352,198414.50
ACC108353,599655.14
ACC108354,513592.55
ACC108355,208136.89
ACC108356,48533.91
ACC108357,526255.21
ACC108358,579856.71
ACC108359,576361.35
ACC108360,929018.66
ACC108361,869702.15
ACC108362,323275.67
ACC108363,186362.75
ACC108364,666338.89
ACC108365,859203.09
ACC108366,302907.32
ACC108367,489168.07
ACC108368,849513.40
ACC108369,542257.18
ACC108370,567790.62
ACC108371,474290.80
ACC108372,451479.65
ACC108373,716328.75
ACC108374,911822.89
ACC108375,428319.13
ACC108376,782018.96
ACC108377,515140.40
ACC108378,560146.35
ACC108379,415723.07
ACC108380,184418.00
ACC108381,902193.84
ACC108382,608263.15
ACC108383,860988.01
ACC108384,216983.27
ACC108385,537359.88
ACC108386,439502.37
ACC108387,368633.11
ACC108388,557898.09
ACC108389,701547.58
ACC108390,694304.00
ACC108391,436062.04
ACC108392,787722.54
ACC108393,379571.25
ACC108394,956065.01
ACC108395,673519.01
ACC108396,88084.45
ACC108397,802377.80
ACC108398,243008.30
ACC108399,545687.50
ACC108400,637795.50
ACC108401,256780.40
ACC108402,383690.52
ACC108403,640669.67
ACC108404,858748.87
ACC108405,213763.32
ACC108406,165356.17
ACC108407,224223.57
ACC108408,753516.48
ACC108409,445281.28
ACC108410,289374.70
ACC108411,530210.93
ACC108412,724560.58
ACC108413,114270.32
ACC108414,806464.10
ACC108415,322222.61
ACC108416,31411.46
ACC108417,283321.28
ACC108418,456308.98
ACC108419,836299.26
ACC108420,347034.54
ACC108421,94134.72
ACC108422,221522.65
ACC108423,500553.96
ACC108424,647922.20
ACC108425,952486.14
ACC108426,134682.26
ACC108427,364329.77
ACC108428,224192.44
ACC108429,221972.63
ACC108430,529382.60
ACC108431,557288.17
ACC108432,996162.92
ACC108433,844296.68
ACC108434,271908.67
ACC108435,777526.27
ACC108436,742491.34
ACC108437,834261.38
ACC108438,289218.95
ACC108439,27459.24
ACC108440,232034.30
ACC108441,284009.42
ACC108442,631460.34
ACC108443,786779.78
ACC108444,707074.18
ACC108445,113332.91
ACC108446,593202.77
ACC108447,143321.64
ACC108448,109499.51
ACC108449,951113.49
ACC108450,806985.63
ACC108451,35103.47
ACC108452,943897.38
ACC108453,657122.15
ACC108454,345610.25
ACC108455,610219.80
ACC108456,922326.73
ACC108457,433515.81
ACC108458,525891.59
ACC108459,305570.79
ACC108460,14789.71
ACC108461,851412.12
ACC108462,996299.03
ACC108463,730686.66
ACC108464,497103.39
ACC108465,419906.89
ACC108466,824071.31
ACC108467,839103.94
ACC108468,23997.73
ACC108469,562818.31
ACC108470,653981.01
ACC108471,796888.95
ACC108472,479825.99
ACC108473,752299.25
ACC108474,990954.96
ACC108475,635980.29
ACC108476,152271.59
ACC108477,428254.35
ACC108478,322221.92
ACC108479,909036.23
ACC108480,645871.14
ACC108481,318230.80
ACC108482,291564.98
ACC108483,72423.18
ACC108484,352046.95
ACC108485,994121.23
ACC108486,698596.68
ACC108487,564870.80
ACC108488,820651.61
ACC108489,269625.49
ACC108490,849754.36
ACC108491,351145.23
ACC108492,264776.86
ACC108493,285962.07
ACC108494,894930.86
ACC108495,632855.68
ACC108496,545762.83
ACC108497,352802.91
ACC108498,404308.44
ACC108499,542210.53
ACC108500,448968.63
ACC108501,516824.97
ACC108502,784057.54
ACC108503,659178.10
ACC108504,732923.87
ACC108505,171629.68
ACC108506,527089.32
ACC108507,138083.37
ACC108508,384980.44
ACC108509,240075.82
ACC108510,16019.30
ACC108511,546185.21
ACC108512,905518.22
ACC108513,623304.38
ACC108514,699902.83
ACC108515,444230.54
ACC108516,840132.22
ACC108517,969903.38
ACC108518,854145.09
ACC108519,47369.71
ACC108520,725038.54
ACC108521,993768.31
ACC108522,374267.88
ACC108523,354144.39
ACC108524,605185.47
ACC108525,120258.83
ACC108526,448931.86
ACC108527,661522.19
ACC108528,887240.29
ACC108529,317234.36
ACC108530,695767.57
ACC108531,125153.89
ACC108532,630746.97
ACC108533,770471.96
ACC108534,985160.14
ACC108535,896167.64
ACC108536,700308.99
ACC108537,961826.07
ACC108538,792161.86
ACC108539,288890.75
ACC108540,129650.75
ACC108541,703286.14
ACC108542,55173.82
ACC108543,867903.14
ACC108544,794845.71
ACC108545,770819.06
ACC108546,601941.73
ACC108547,897778.03
ACC108548,148873.15
ACC108549,628554.41
ACC108550,88753.41
ACC108551,774753.95
ACC108552,852975.39
ACC108553,926477.24
ACC108554,687504.02
ACC108555,616408.11
ACC108556,662035.71
ACC108557,473338.56
ACC108558,677512.63
ACC108559,793165.36
ACC108560,311382.84
ACC108561,520975.53
ACC108562,614627.27
ACC108563,364177.51
ACC108564,251050.42
ACC108565,386653.87
ACC108566,249248.15
ACC108567,299747.18
ACC108568,340581.06
ACC108569,546401.89
ACC108570,697427.56
ACC108571,623045.55
ACC108572,762962.20
ACC108573,584601.15
ACC108574,135171.76
ACC108575,505388.33
ACC108576,700216.54
ACC108577,663330.20
ACC108578,275474.70
ACC108579,581784.05
ACC108580,765543.24
ACC108581,349128.79
ACC108582,360455.15
ACC108583,976858.58
ACC108584,167716.16
ACC108585,74956.73
ACC108586,787247.89
ACC108587,605585.39
ACC108588,482693.71
ACC108589,701166.56
ACC108590,496016.64
ACC108591,568514.68
ACC108592,575080.51
ACC108593,221292.04
ACC108594,371610.89
ACC108595,857396.09
ACC108596,548203.81
ACC108597,666373.64
ACC108598,346979.71
ACC108599,664228.00
ACC108600,876128.34
ACC108601,325400.60
ACC108602,636486.38
ACC108603,34842.79
ACC108604,923931.64
ACC108605,69242.94
ACC108606,450732.89
ACC108607,957150.96
ACC108608,583996.57
ACC108609,831180.40
ACC108610,941408.90
ACC108611,414118.37
ACC108612,635951.79
ACC108613,258804.03
ACC108614,625020.89
ACC108615,22439.39
ACC108616,486200.85
ACC108617,319674.67
ACC108618,338136.50
ACC108619,889694.91
ACC108620,219728.91
ACC108621,356666.59
ACC108622,993996.51
ACC108623,315547.98
ACC108624,672061.25
ACC108625,448407.68
ACC108626,831000.29
ACC108627,536230.92
ACC108628,102871.55
ACC108629,725646.85
ACC108630,267663.00
ACC108631,646216.13
ACC108632,114797.58
ACC108633,45737.39
ACC108634,916172.06
ACC108635,816539.92
ACC108636,281520.51
ACC108637,854719.21
ACC108638,157636.64
ACC108639,15761.03
ACC108640,318099.51
ACC108641,329716.39
ACC108642,286529.28
ACC108643,746987.76
ACC108644,953926.41
ACC108645,883534.86
ACC108646,309659.23
ACC108647,322795.89
ACC108648,934475.46
ACC108649,898454.03
ACC108650,206297.52
ACC108651,369185.55
ACC108652,62271.54
ACC108653,397250.07
ACC108654,60790.09
ACC108655,639989.51
ACC108656,260185.74
ACC108657,46471.26
ACC108658,147149.44
ACC108659,404345.56
ACC108660,771290.11
ACC108661,249906.01
ACC108662,806707.41
ACC108663,761985.33
ACC108664,889063.96
ACC108665,339041.02
ACC108666,434940.77
ACC108667,74167.42
ACC108668,579742.21
ACC108669,552102.50
ACC108670,42048.38
ACC108671,292096.48
ACC108672,265031.82
ACC108673,824005.75
ACC108674,113762.28
ACC108675,269621.51
ACC108676,338295.49
ACC108677,86207.59
ACC108678,64218.09
ACC108679,572894.39
ACC108680,570611.82
ACC108681,78064.80
ACC108682,271487.83
ACC108683,686496.99
ACC108684,414870.07
ACC108685,679845.47
ACC108686,128596.70
ACC108687,183307.87
ACC108688,366242.47
ACC108689,872023.37
ACC108690,548498.16
ACC108691,584081.38
ACC108692,996000.36
ACC108693,515904.83
ACC108694,490574.65
ACC108695,712350.25
ACC108696,932700.95
ACC108697,556995.59
ACC108698,558759.83
ACC108699,200839.28
ACC108700,990269.56
ACC108701,204809.53
ACC108702,487345.41
ACC108703,167091.22
ACC108704,126437.69
ACC108705,31053.73
ACC108706,379939.43
ACC108707,108456.93
ACC108708,147370.54
ACC108709,152294.40
ACC108710,779885.78
ACC108711,129991.09
ACC108712,265127.56
ACC108713,43315.68
ACC108714,456732.27
ACC108715,983120.22
ACC108716,343848.56
ACC108717,673427.63
ACC108718,323053.25
ACC108719,558214.26
ACC108720,378242.53
ACC108721,369963.14
ACC108722,519085.68
ACC108723,580393.11
ACC108724,254080.04
ACC108725,711122.51
ACC108726,659229.97
ACC108727,915039.39
ACC108728,824950.33
ACC108729,814182.40
ACC108730,334496.28
ACC108731,787563.67
ACC108732,642542.26
ACC108733,174880.51
ACC108734,678443.27
ACC108735,830983.14
ACC108736,19143.88
ACC108737,259520.07
ACC108738,411061.14
ACC108739,254824.99
ACC108740,140928.61
ACC108741,273007.66
ACC108742,875392.30
ACC108743,669755.03
ACC108744,868906.03
